case_number,prompt,class,evaluation_seed
5649,an image of a candle,candle,3461
5650,an image of a candle,candle,8141
5651,an image of a candle,candle,5901
5652,an image of a candle,candle,2944
5653,an image of a candle,candle,4417
5654,an image of a candle,candle,4061
5655,an image of a candle,candle,2749
5656,an image of a candle,candle,1850
5657,an image of a candle,candle,6578
5658,an image of a candle,candle,4037
5659,an image of a candle,candle,7984
5660,an image of a candle,candle,8091
5661,an image of a candle,candle,5421
5662,an image of a candle,candle,4978
5663,an image of a candle,candle,7495
5664,an image of a candle,candle,2845
5665,an image of a candle,candle,5520
5666,an image of a candle,candle,8520
5667,an image of a candle,candle,3364
5668,an image of a candle,candle,5416
5669,an image of a candle,candle,4139
5670,an image of a candle,candle,1399
5671,an image of a candle,candle,5934
5672,an image of a candle,candle,576
5673,an image of a candle,candle,5862
5674,an image of a candle,candle,4436
5675,an image of a candle,candle,2391
5676,an image of a candle,candle,6830
5677,an image of a candle,candle,743
5678,an image of a candle,candle,185
5679,an image of a candle,candle,6821
5680,an image of a candle,candle,3274
5681,an image of a candle,candle,594
5682,an image of a candle,candle,4895
5683,an image of a candle,candle,6097
5684,an image of a candle,candle,9291
5685,an image of a candle,candle,256
5686,an image of a candle,candle,250
5687,an image of a candle,candle,7679
5688,an image of a candle,candle,6634
5689,an image of a candle,candle,9829
5690,an image of a candle,candle,2138
5691,an image of a candle,candle,2283
5692,an image of a candle,candle,2776
5693,an image of a candle,candle,784
5694,an image of a candle,candle,1895
5695,an image of a candle,candle,1474
5696,an image of a candle,candle,152
5697,an image of a candle,candle,2383
5698,an image of a candle,candle,2311
5699,an image of a candle,candle,8646
5700,an image of a candle,candle,1607
5701,an image of a candle,candle,1947
5702,an image of a candle,candle,899
5703,an image of a candle,candle,1750
5704,an image of a candle,candle,9417
5705,an image of a candle,candle,4804
5706,an image of a candle,candle,4627
5707,an image of a candle,candle,959
5708,an image of a candle,candle,2141
5709,an image of a candle,candle,301
5710,an image of a candle,candle,5126
5711,an image of a candle,candle,3046
5712,an image of a candle,candle,2976
5713,an image of a candle,candle,2671
5714,an image of a candle,candle,9931
5715,an image of a candle,candle,5623
5716,an image of a candle,candle,7373
5717,an image of a candle,candle,9636
5718,an image of a candle,candle,9729
5719,an image of a candle,candle,6489
5720,an image of a candle,candle,6703
5721,an image of a candle,candle,1863
5722,an image of a candle,candle,2483
5723,an image of a candle,candle,4227
5724,an image of a candle,candle,7657
5725,an image of a candle,candle,7436
5726,an image of a candle,candle,4551
5727,an image of a candle,candle,4714
5728,an image of a candle,candle,5033
5729,an image of a candle,candle,7689
5730,an image of a candle,candle,5069
5731,an image of a candle,candle,3015
5732,an image of a candle,candle,6174
5733,an image of a candle,candle,6233
5734,an image of a candle,candle,8223
5735,an image of a candle,candle,1668
5736,an image of a candle,candle,9693
5737,an image of a candle,candle,3552
5738,an image of a candle,candle,1079
5739,an image of a candle,candle,6872
5740,an image of a candle,candle,1897
5741,an image of a candle,candle,3565
5742,an image of a candle,candle,6908
5743,an image of a candle,candle,7665
5744,an image of a candle,candle,4024
5745,an image of a candle,candle,5890
5746,an image of a candle,candle,2162
5747,an image of a candle,candle,5617
5748,an image of a candle,candle,2035
5749,an image of a candle,candle,880
5750,an image of a candle,candle,4150
5751,an image of a candle,candle,4905
5752,an image of a candle,candle,7626
5753,an image of a candle,candle,6099
5754,an image of a candle,candle,8784
5755,an image of a candle,candle,3002
5756,an image of a candle,candle,8606
5757,an image of a candle,candle,6218
5758,an image of a candle,candle,8340
5759,an image of a candle,candle,3374
5760,an image of a candle,candle,7878
5761,an image of a candle,candle,9136
5762,an image of a candle,candle,4059
5763,an image of a candle,candle,896
5764,an image of a candle,candle,4318
5765,an image of a candle,candle,4140
5766,an image of a candle,candle,9574
5767,an image of a candle,candle,4497
5768,an image of a candle,candle,6840
5769,an image of a candle,candle,4191
5770,an image of a candle,candle,6101
5771,an image of a candle,candle,5736
5772,an image of a candle,candle,5525
5773,an image of a candle,candle,6844
5774,an image of a candle,candle,9081
5775,an image of a candle,candle,7081
5776,an image of a candle,candle,1594
5777,an image of a candle,candle,4266
5778,an image of a candle,candle,3117
5779,an image of a candle,candle,7191
5780,an image of a candle,candle,2501
5781,an image of a candle,candle,5791
5782,an image of a candle,candle,1788
5783,an image of a candle,candle,565
5784,an image of a candle,candle,2063
5785,an image of a candle,candle,3085
5786,an image of a candle,candle,2665
5787,an image of a candle,candle,4350
5788,an image of a candle,candle,6688
5789,an image of a candle,candle,4977
5790,an image of a candle,candle,988
5791,an image of a candle,candle,941
5792,an image of a candle,candle,6492
5793,an image of a candle,candle,6806
5794,an image of a candle,candle,4219
5795,an image of a candle,candle,7169
5796,an image of a candle,candle,3236
5797,an image of a candle,candle,3840
5798,an image of a candle,candle,9123
5799,an image of a candle,candle,2366
5800,an image of a candle,candle,6997
5801,an image of a candle,candle,554
5802,an image of a candle,candle,9736
5803,an image of a candle,candle,7987
5804,an image of a candle,candle,7978
5805,an image of a candle,candle,6740
5806,an image of a candle,candle,9788
5807,an image of a candle,candle,6205
5808,an image of a candle,candle,2303
5809,an image of a candle,candle,8753
5810,an image of a candle,candle,396
5811,an image of a candle,candle,1974
5812,an image of a candle,candle,7728
5813,an image of a candle,candle,3103
5814,an image of a candle,candle,4602
5815,an image of a candle,candle,4880
5816,an image of a candle,candle,9591
5817,an image of a candle,candle,6400
5818,an image of a candle,candle,810
5819,an image of a candle,candle,1927
5820,an image of a candle,candle,2796
5821,an image of a candle,candle,4107
5822,an image of a candle,candle,8340
5823,an image of a candle,candle,4722
5824,an image of a candle,candle,6653
5825,an image of a candle,candle,7793
5826,an image of a candle,candle,8235
5827,an image of a candle,candle,8222
5828,an image of a candle,candle,2736
5829,an image of a candle,candle,2437
5830,an image of a candle,candle,7435
5831,an image of a candle,candle,9515
5832,an image of a candle,candle,3986
5833,an image of a candle,candle,349
5834,an image of a candle,candle,4489
5835,an image of a candle,candle,5181
5836,an image of a candle,candle,7714
5837,an image of a candle,candle,8492
5838,an image of a candle,candle,6099
5839,an image of a candle,candle,3156
5840,an image of a candle,candle,5288
5841,an image of a candle,candle,5085
5842,an image of a candle,candle,7717
5843,an image of a candle,candle,3858
5844,an image of a candle,candle,6789
5845,an image of a candle,candle,1383
5846,an image of a candle,candle,1017
5847,an image of a candle,candle,9141
5848,an image of a candle,candle,9222
5849,an image of a candle,candle,1905
5850,an image of a candle,candle,4177
5851,an image of a candle,candle,9361
5852,an image of a candle,candle,323
5853,an image of a candle,candle,5689
5854,an image of a candle,candle,4936
5855,an image of a candle,candle,6518
5856,an image of a candle,candle,7552
5857,an image of a candle,candle,2023
5858,an image of a candle,candle,348
5859,an image of a candle,candle,3365
5860,an image of a candle,candle,7826
5861,an image of a candle,candle,4123
5862,an image of a candle,candle,826
5863,an image of a candle,candle,6252
5864,an image of a candle,candle,1843
5865,an image of a candle,candle,4189
5866,an image of a candle,candle,4568
5867,an image of a candle,candle,51
5868,an image of a candle,candle,1630
5869,an image of a candle,candle,1805
5870,an image of a candle,candle,279
5871,an image of a candle,candle,1181
5872,an image of a candle,candle,2794
5873,an image of a candle,candle,1651
5874,an image of a candle,candle,8844
5875,an image of a candle,candle,6513
5876,an image of a candle,candle,8268
5877,an image of a candle,candle,9927
5878,an image of a candle,candle,4773
5879,an image of a candle,candle,9658
5880,an image of a candle,candle,5158
5881,an image of a candle,candle,3244
5882,an image of a candle,candle,8910
5883,an image of a candle,candle,9281
5884,an image of a candle,candle,4986
5885,an image of a candle,candle,2848
5886,an image of a candle,candle,1767
5887,an image of a candle,candle,6278
5888,an image of a candle,candle,576
